SSN,Public,Na,Mg,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Se,Br,Rb,Sr,Y,Zr,Mo,Ba,La,Ce,Pr,Nd,Sm,Hf,Ta,W,Hg,Pb,Bi,Th
icr049238,True,24930.7,5575.0,10747.7,50.6,45.7,149.9,783.1,164.9,4.4,1559.9,6.4,56.6,188.3,5008.3,0.7,10.4,3.6,4.2,2.1,1.3,883.7,0.8,4.2,1.8,3.2,24.7,184.5,211.1,264.5,11.6,0.7,2.7,2.6,1.0,0.4,0.2,0.2,6.5,0.2,1.3
icr049257,True,23821.0,5575.0,4206.7,50.6,45.7,171.1,1164.2,494.9,4.4,1437.6,2.7,50.6,47.6,1422.4,0.7,2.8,1.9,3.2,0.9,0.3,882.4,0.2,5.0,2.8,1.6,24.7,184.5,119.0,108.4,1.4,0.7,1.3,0.8,1.8,0.1,0.2,0.1,1.9,0.6,0.8
icr049258,True,24431.4,5575.0,3388.0,50.6,45.7,327.4,971.1,215.1,4.4,1220.6,2.7,43.9,28.5,1153.2,0.7,1.9,1.4,2.1,0.7,0.3,881.7,0.2,3.6,2.0,1.2,24.7,184.5,84.0,74.3,1.4,0.8,1.3,0.9,1.5,0.1,0.2,0.1,2.1,1.3,0.6
icr049277,True,25592.5,5575.0,10598.8,50.6,45.7,174.7,822.5,609.4,4.4,1684.5,4.6,71.7,188.6,4088.5,0.7,6.2,3.8,5.5,2.1,0.8,883.0,0.9,4.0,4.0,1.9,24.7,184.5,160.8,232.5,6.2,0.6,1.1,1.4,1.1,0.5,0.2,0.2,4.6,0.6,1.3
icr049278,True,26163.4,5575.0,11997.7,50.6,45.7,88.8,874.8,309.7,4.4,1789.6,4.6,72.1,147.3,4618.7,0.7,7.8,4.2,4.9,2.4,0.3,879.1,1.0,4.2,3.1,2.0,24.7,184.5,179.6,276.6,9.2,0.7,1.5,1.7,1.3,0.5,0.2,0.1,6.1,0.4,2.0
icr049297,True,24321.2,5575.0,8015.7,50.6,45.7,98.3,439.1,347.7,4.4,1628.7,4.4,65.1,184.6,3808.3,0.7,6.7,3.1,4.8,1.5,0.3,885.6,0.4,2.6,1.6,2.7,24.7,184.5,138.1,245.1,7.0,0.7,2.1,1.4,1.3,0.5,0.2,0.1,4.3,0.4,1.6
icr049298,True,26479.0,5575.0,9534.0,50.6,45.7,113.5,452.2,190.4,4.4,1395.7,5.4,53.8,167.0,4047.1,0.7,7.7,3.0,5.2,1.8,1.0,885.0,1.1,2.9,1.4,3.2,24.7,184.5,157.8,225.2,9.2,0.7,2.3,1.7,0.7,0.4,0.2,0.2,4.8,0.5,1.2
icr049317,True,25956.0,5575.0,7233.5,50.6,45.7,187.1,428.3,367.4,4.4,1188.5,3.7,48.4,190.2,2678.1,0.7,5.4,2.6,3.6,1.4,0.3,881.1,0.2,2.2,1.8,1.8,24.7,184.5,111.6,158.6,5.7,0.7,1.3,1.2,1.2,0.3,0.2,0.2,4.3,0.9,0.8
icr049318,True,27521.2,5575.0,8824.2,50.6,45.7,158.7,467.0,140.1,4.4,1318.9,5.1,55.2,135.6,3304.4,0.7,6.8,2.9,4.1,1.8,0.3,885.6,0.2,2.5,1.5,2.0,24.7,184.5,124.4,188.0,6.1,0.6,1.1,0.9,1.0,0.3,0.2,0.1,4.7,1.0,1.6
icr049337,True,26776.5,5575.0,9867.4,50.6,45.7,123.9,713.8,276.9,4.4,1946.7,4.2,72.7,174.1,4010.1,0.7,5.0,3.4,5.0,1.8,0.3,883.7,0.3,3.1,2.3,2.6,24.7,184.5,153.4,268.3,4.8,0.6,1.3,1.7,1.9,0.5,0.2,0.2,4.6,0.5,1.8
icr049338,True,26542.8,5575.0,12388.2,50.6,45.7,200.6,738.7,213.6,4.4,1994.0,5.3,96.9,129.6,4592.8,0.7,5.9,3.3,5.0,2.3,1.1,883.7,1.3,3.3,2.2,2.4,24.7,184.5,169.4,270.7,5.5,0.7,1.7,2.3,1.9,0.5,0.2,0.2,5.4,0.7,1.9
icr049357,True,26565.7,4704.6,7830.8,50.6,45.7,210.5,355.3,290.4,4.4,985.3,3.3,38.1,131.0,2766.1,0.7,3.9,2.7,4.0,1.5,0.3,885.6,0.2,1.7,1.8,1.0,24.7,184.5,81.5,129.0,3.1,0.7,1.1,1.0,0.7,0.2,0.2,0.2,4.9,1.4,0.7
icr049358,True,27758.0,5575.0,9550.0,50.6,45.7,94.9,410.5,116.9,4.4,1360.5,4.5,50.4,113.0,3503.7,0.7,4.9,3.0,3.8,1.9,0.6,884.3,0.6,2.0,1.3,0.8,24.7,184.5,105.2,186.5,4.9,0.6,1.2,1.6,1.5,0.5,0.2,0.1,3.8,1.4,1.1
icr049377,True,25519.7,5575.0,8964.7,50.6,45.7,100.2,720.3,763.3,4.4,1626.8,4.9,52.5,210.8,2857.2,0.7,4.8,3.0,4.0,1.8,0.3,884.3,0.3,3.5,3.1,2.1,24.7,184.5,141.7,195.3,8.2,0.7,1.0,1.0,1.4,0.2,0.2,0.1,3.6,0.9,1.9
icr049378,True,27915.4,5575.0,9702.8,50.6,45.7,79.7,740.1,248.1,4.4,1614.9,5.4,59.8,136.7,3149.5,0.7,5.6,2.9,3.3,2.0,0.3,882.4,0.4,3.7,2.0,2.6,24.7,184.5,138.7,217.6,9.1,0.7,1.1,1.0,1.5,0.2,0.2,0.2,5.6,0.4,1.7
icr049397,True,27678.8,4863.9,5015.6,50.6,45.7,394.7,408.0,173.7,4.4,1994.2,6.1,69.8,87.5,2259.3,0.7,4.0,2.2,3.1,1.0,0.3,886.9,0.2,1.8,1.3,2.2,24.7,184.5,120.6,190.8,1.9,0.7,1.3,0.9,2.5,0.2,0.2,0.2,2.3,1.1,1.7
icr049398,True,25576.7,5575.0,6933.5,50.6,45.7,183.1,290.7,283.4,4.4,1479.1,4.4,68.3,138.9,2389.9,0.7,2.8,2.3,4.3,1.4,0.3,882.4,0.2,1.3,3.7,1.2,24.7,184.5,95.8,173.5,2.3,0.7,1.3,0.8,1.6,0.3,0.2,0.2,2.8,1.3,1.2
icr049417,True,25169.1,5575.0,5328.6,50.6,45.7,211.8,400.0,436.8,4.4,1741.6,5.4,73.0,182.6,2023.9,0.7,4.2,2.8,4.4,1.1,0.3,883.7,0.2,2.0,2.3,1.5,24.7,184.5,56.2,139.2,2.9,0.7,1.3,0.8,1.5,0.1,0.2,0.1,3.4,1.4,1.5
icr049418,True,24975.5,5575.0,8145.0,50.6,45.7,268.8,317.6,107.8,4.4,1443.2,5.0,67.5,71.6,2631.3,0.7,3.6,2.9,3.7,1.8,0.3,883.7,0.4,1.4,3.1,1.8,24.7,184.5,91.8,150.9,6.0,0.7,1.2,0.7,1.5,0.2,0.2,0.1,4.4,1.3,1.6
icr049437,True,22619.1,5575.0,5571.1,50.6,45.7,288.2,443.3,154.1,4.4,1475.1,3.4,57.8,376.1,6903.2,0.6,4.1,3.2,4.3,0.7,0.5,883.0,0.2,2.2,2.0,1.5,24.7,184.5,90.0,300.8,11.9,0.7,4.0,3.8,1.1,1.0,0.2,0.2,1.2,1.2,2.4
icr049438,True,24348.5,5575.0,5646.3,50.6,45.7,162.9,475.8,81.7,4.4,1836.9,4.7,71.7,115.2,3597.0,0.7,4.1,2.3,3.6,1.1,0.3,880.4,0.2,2.1,1.8,2.2,24.7,184.5,114.8,218.2,5.2,0.7,1.3,0.9,1.6,0.3,0.2,0.2,3.5,1.3,1.8
icr049457,True,24540.9,5575.0,9749.9,50.6,45.7,107.9,896.6,693.9,4.4,1690.9,4.3,65.9,297.4,3344.9,0.7,6.5,3.3,4.4,2.1,0.3,882.4,1.1,4.3,4.6,3.1,24.7,184.5,46.1,203.5,9.4,0.7,1.3,0.6,1.9,0.2,0.2,0.1,7.7,0.2,1.7
icr049458,True,25200.7,5575.0,10760.4,50.6,45.7,141.5,928.6,272.2,4.4,1927.8,5.0,80.1,205.8,3845.7,0.7,6.7,2.8,4.0,2.3,0.3,879.8,0.8,4.8,3.1,4.0,24.7,184.5,43.6,248.6,11.7,0.7,1.6,1.0,1.7,0.4,0.2,0.2,8.8,0.3,1.9
icr049477,True,22773.9,5575.0,7269.3,50.6,45.7,163.9,1473.7,543.8,4.4,1548.4,3.6,68.1,276.9,2998.1,0.7,4.8,3.1,4.6,1.5,0.3,883.0,0.3,5.5,5.1,2.5,24.7,184.5,79.6,187.8,7.2,0.7,1.1,0.8,1.5,0.3,0.2,0.1,5.2,0.3,0.7
icr049478,True,25640.2,5575.0,9612.8,50.6,45.7,187.0,1606.4,309.0,4.4,1666.7,4.4,64.1,213.4,3744.9,0.7,5.4,3.5,4.2,2.0,0.3,884.3,0.6,6.4,4.7,2.9,24.7,184.5,81.1,223.5,10.9,0.7,1.9,1.0,1.4,0.4,0.2,0.1,7.9,0.2,1.2
icr049496,True,24964.0,5575.0,20514.4,50.6,45.7,208.7,19324.6,8127.8,4.4,1500.4,9.6,23.2,100.9,7545.5,0.7,3.8,2.8,5.6,4.4,0.3,885.6,2.4,47.9,126.5,4.3,24.7,184.5,2450.8,257.6,11.4,0.7,4.6,4.3,0.4,1.6,0.2,0.2,22.5,0.1,0.4
icr049497,True,27194.4,5575.0,19652.9,50.6,45.7,448.9,20625.1,8800.5,4.4,1554.9,10.9,17.8,92.5,7573.2,0.7,4.3,2.8,7.0,4.8,0.3,884.3,0.8,52.0,134.5,4.2,24.7,184.5,2667.9,263.4,13.8,0.7,3.1,4.4,0.3,1.6,0.2,0.2,20.5,0.1,0.4
icr049516,True,18807.9,5575.0,15970.7,50.6,45.7,202.6,13316.6,9975.0,4.4,11224.4,18.6,129.8,440.1,21525.2,0.7,5.6,9.4,26.1,2.5,0.3,885.0,0.2,37.8,95.6,31.6,369.2,184.5,1089.2,1584.6,112.4,0.7,5.0,10.5,28.2,3.9,0.2,0.7,14.5,0.9,24.3
icr049517,True,19872.9,5575.0,16200.1,50.6,45.7,228.3,13223.7,10080.7,4.3,11891.6,20.1,153.1,470.3,22878.2,0.7,6.1,9.7,29.1,1.9,0.3,886.3,0.2,38.2,93.7,41.4,403.1,184.5,1127.7,1740.7,126.4,0.7,6.9,11.3,28.1,4.1,0.2,1.1,12.9,1.5,29.9
icr049536,True,24083.4,5575.0,17388.0,50.6,45.7,213.8,16947.6,7860.8,4.4,4019.4,11.1,43.7,169.2,10086.6,0.7,4.6,12.0,11.7,4.4,0.3,882.4,0.7,44.2,109.7,9.3,24.7,184.5,2136.7,524.4,23.4,0.7,2.6,4.6,3.4,1.7,0.2,0.2,14.2,0.1,2.6
icr049537,True,25799.2,5575.0,17596.2,50.6,45.7,270.4,17094.3,6797.7,4.4,3586.9,8.7,43.5,147.4,7431.9,0.7,3.8,3.3,8.6,4.2,0.3,881.1,0.2,41.2,102.8,8.8,24.7,184.5,2167.7,406.5,17.0,0.7,2.2,1.5,3.3,1.3,0.2,0.2,14.4,0.1,1.8
icr049556,True,20593.8,5366.8,44879.4,50.6,313.6,1348.7,21611.1,5947.8,4.4,4304.7,46.6,82.6,210.8,34479.6,0.7,36.9,28.6,56.3,12.2,0.3,884.3,34.8,135.3,101.8,19.5,24.7,184.5,1800.7,1357.9,92.4,1.0,9.8,0.9,0.2,3.1,1.8,0.2,53.6,0.1,25.7
icr049557,True,18038.7,7482.7,55887.5,50.6,228.1,1535.0,24960.4,7362.6,4.4,4635.9,39.0,93.1,503.6,42026.2,0.7,38.7,24.1,56.4,13.3,0.3,884.3,8.9,146.8,94.1,22.8,24.7,184.5,1858.4,1610.7,104.2,0.9,20.1,0.9,0.2,3.7,3.1,0.2,63.3,0.1,36.7
icr049576,True,21112.7,5575.0,17853.9,50.6,45.7,228.5,16104.1,8325.5,4.4,4045.4,11.1,48.2,181.3,9987.4,0.7,5.6,4.2,11.2,4.1,0.3,879.8,1.1,41.2,103.3,8.8,24.7,184.5,2038.0,519.8,24.1,0.7,4.5,4.3,3.3,1.7,0.2,0.2,12.1,0.1,3.5
icr049577,True,23226.9,5575.0,17535.2,50.6,45.7,266.9,14638.7,9552.9,4.4,4957.3,14.5,63.1,215.6,11013.3,0.7,5.0,4.6,13.6,4.1,0.3,881.1,1.5,38.4,105.8,12.0,24.7,184.5,1800.2,605.1,27.7,0.7,2.4,4.1,4.3,1.8,0.2,0.3,10.5,0.1,4.3
icr049596,True,25009.1,5575.0,21170.0,50.6,45.7,172.0,19010.4,7671.9,4.4,2274.2,8.9,26.9,93.0,6498.3,0.7,3.7,3.4,7.9,4.7,0.3,881.1,0.3,44.7,117.5,6.2,24.7,184.5,2359.7,275.1,11.4,0.6,2.8,1.7,1.0,1.3,0.2,0.2,17.2,0.1,0.4
icr049597,True,26487.2,5575.0,23583.6,50.6,45.7,340.1,22127.3,8740.2,4.4,2669.1,13.5,39.5,105.2,8844.5,0.7,4.8,6.8,11.4,5.1,0.3,885.0,0.2,53.7,132.4,8.4,24.7,184.5,2751.4,375.6,16.4,0.7,6.8,4.3,1.0,1.7,0.2,0.3,22.2,0.1,0.7
icr049616,True,24013.2,5575.0,26954.4,50.6,45.7,173.2,23553.3,8907.1,4.4,2216.9,11.2,27.6,172.0,7546.0,0.7,4.8,3.2,7.4,6.2,0.3,885.0,0.6,57.5,146.6,4.9,24.7,184.5,2879.2,301.5,13.0,0.7,4.7,3.2,0.8,1.7,0.2,0.2,24.1,0.1,0.4
icr049617,True,21578.8,5575.0,26649.6,50.6,45.7,137.4,21926.6,8526.9,4.4,2208.9,15.8,32.8,243.0,12035.8,0.7,9.1,4.2,11.3,6.3,0.3,883.7,0.2,61.5,142.6,8.5,24.7,184.5,2819.9,468.0,26.4,0.7,5.3,8.4,0.3,2.1,0.2,0.2,30.6,0.1,0.6
icr049635,True,22122.4,5575.0,23416.6,50.6,45.7,236.8,21501.9,7552.6,4.4,2222.9,11.5,24.7,247.8,9277.7,0.7,5.3,6.1,17.5,5.2,0.3,881.1,1.2,59.0,122.6,6.1,24.7,184.5,2622.3,372.3,21.7,0.7,4.9,5.4,0.9,1.5,0.2,0.2,16.8,0.1,1.6
icr049636,True,24660.8,5575.0,25397.3,50.6,45.7,174.5,22047.4,7891.1,4.4,2545.8,12.3,34.9,226.8,9616.4,0.7,5.1,5.7,14.4,5.2,0.3,882.4,1.3,58.7,126.4,6.8,24.7,184.5,2608.7,418.4,22.7,0.7,6.7,5.3,1.5,2.0,0.2,0.2,16.9,0.1,1.0
icr049655,True,43819.3,10467.2,48650.6,50.6,5573.7,74383.4,19652.4,3967.6,4.4,3252.6,40.0,76.8,129.8,30829.3,0.7,34.6,22.4,53.0,12.3,0.3,881.7,250.3,110.4,84.5,24.9,24.7,4442.5,1093.9,1076.1,87.0,0.7,11.5,10.2,3.2,2.0,1.6,0.2,28.1,0.1,17.5
icr049656,True,23486.6,5575.0,50993.0,50.6,3326.0,28193.7,20327.2,2778.2,4.4,3790.5,34.8,88.9,155.4,49439.1,0.7,43.3,27.9,62.8,11.4,0.3,880.4,92.7,136.9,103.7,33.2,24.7,937.6,1491.4,1784.5,129.9,1.1,20.3,1.1,0.8,3.8,2.9,0.2,68.4,0.1,54.9
icr049675,True,26964.1,5575.0,28062.3,50.6,45.7,191.7,23970.3,9295.7,4.4,2810.9,15.4,38.5,158.3,11618.7,0.7,7.4,4.3,12.4,7.1,0.3,885.6,0.2,66.3,156.3,6.9,24.7,184.5,3008.3,481.2,21.9,0.8,4.7,7.2,0.9,2.2,0.4,0.2,22.7,0.1,0.5
icr049676,True,25857.1,5575.0,29068.7,50.6,45.7,280.9,25128.8,10299.9,4.4,2984.2,16.3,37.5,151.5,13384.0,0.7,7.8,4.7,9.7,6.3,0.3,882.4,0.2,62.2,156.2,8.3,24.7,184.5,3061.8,548.2,25.5,0.7,6.4,9.4,1.3,2.7,0.5,0.4,34.0,0.1,0.8
icr049695,True,20355.4,5575.0,16526.8,47.5,45.7,382.6,11170.9,15387.1,4.4,17769.1,19.0,195.9,635.9,27503.5,0.7,9.5,10.8,34.3,2.6,0.3,885.0,0.2,32.3,102.5,44.7,391.8,184.5,38.9,2195.5,29.9,0.7,1.3,12.2,24.0,5.7,0.2,2.3,9.8,7.1,28.6
icr049696,True,17794.4,5575.0,18224.8,50.6,45.7,317.0,11320.3,15271.5,4.4,17145.4,18.5,241.9,605.6,25678.7,0.7,8.4,9.9,33.4,2.8,0.3,883.7,0.2,31.1,102.3,38.5,352.7,184.5,28.5,1997.7,22.8,0.7,1.3,10.4,23.0,5.2,0.2,1.6,7.8,5.4,23.1
icr049715,True,26648.8,5575.0,31087.6,50.6,45.7,158.4,27382.9,10953.4,4.4,3366.6,16.2,34.6,289.9,12325.3,0.7,7.0,6.5,17.6,7.4,0.3,885.6,2.3,77.5,176.1,8.6,24.7,184.5,3204.2,537.4,28.4,0.7,6.2,7.2,1.6,2.2,0.2,0.2,23.1,0.1,1.0
icr049716,True,26274.9,5575.0,28804.9,50.6,45.7,164.2,25465.4,9708.2,4.4,3169.6,14.5,32.7,222.0,10660.6,0.7,5.6,6.9,12.8,7.0,0.3,881.7,2.5,69.3,163.5,7.5,24.7,184.5,2999.0,479.8,23.4,0.8,4.1,5.3,2.2,1.9,0.3,0.2,24.3,0.1,1.1
icr049735,True,25136.2,5575.0,43353.5,50.6,1914.3,21557.4,19991.8,3492.0,4.4,3417.0,40.5,80.8,122.4,40858.2,0.7,25.4,22.4,51.5,11.2,0.3,886.3,91.3,126.6,104.1,18.0,24.7,206.2,1417.1,1477.7,107.9,0.7,13.2,2.1,0.5,3.6,1.9,0.2,47.5,0.1,34.5
icr049736,True,24803.1,5575.0,49071.8,50.6,1192.3,18296.4,22719.8,3341.3,4.4,4079.2,45.3,94.7,137.6,45663.3,0.7,29.4,27.3,59.1,12.6,0.3,883.0,71.9,143.0,122.8,20.0,24.7,179.5,1963.1,1695.1,110.4,0.7,17.2,1.7,0.7,4.8,2.5,0.2,62.6,0.1,44.4
icr049755,True,31741.2,5575.0,41161.8,50.6,8462.9,38120.4,19478.0,4497.6,4.4,3391.1,41.8,68.5,125.1,29201.0,0.7,40.3,28.8,52.9,10.9,0.3,885.6,142.9,104.4,159.7,43.7,24.7,2276.8,1550.5,1196.9,134.3,0.9,21.2,16.5,0.9,1.9,1.6,0.2,31.3,0.1,15.3
icr049756,True,25593.8,5575.0,50153.9,50.6,1468.7,20948.8,23234.9,3082.1,4.4,4221.3,49.1,101.9,135.9,41238.3,0.7,28.8,25.8,53.0,12.2,0.3,883.0,70.2,139.8,91.2,14.6,24.7,261.3,1733.6,1544.9,91.9,0.8,13.7,0.9,1.2,4.8,2.9,0.2,57.9,0.1,38.8
icr049775,True,29070.4,5575.0,25948.4,50.6,45.7,341.9,24482.2,9996.8,4.4,2213.2,14.6,28.3,108.0,7264.9,0.7,4.5,9.7,13.7,6.3,0.3,884.3,1.6,60.8,159.4,4.6,24.7,184.5,2437.6,340.7,16.8,0.7,2.5,2.5,0.7,1.8,0.3,0.1,14.8,0.1,0.4
icr049776,True,26793.2,5575.0,26257.0,50.6,45.7,248.6,24381.9,9791.7,4.4,2361.6,18.0,37.5,121.6,12046.9,0.7,7.5,4.2,11.7,5.9,2.1,884.3,0.2,64.4,155.9,6.6,24.7,184.5,2462.2,507.6,26.8,0.6,4.1,8.1,0.7,2.6,0.3,0.3,34.5,0.1,0.9
icr049795,True,24033.7,5575.0,17803.1,50.6,45.7,257.6,16206.5,6816.8,4.4,3161.1,14.1,34.7,127.0,7309.8,0.7,4.2,4.0,10.2,4.2,0.3,883.0,0.2,38.2,98.4,7.6,24.7,184.5,1698.4,468.4,27.9,0.7,3.3,2.4,3.3,1.6,0.2,0.2,12.5,0.1,2.6
icr049796,True,25916.5,5575.0,19471.3,50.6,45.7,316.3,18302.7,7904.4,4.4,3647.5,16.9,37.9,140.6,8666.9,0.7,5.2,3.7,8.5,4.6,0.3,883.7,0.2,43.8,116.8,23.6,24.7,184.5,1964.3,561.4,36.2,0.7,3.7,2.9,4.3,1.7,0.2,0.2,15.4,0.1,4.6
icr049815,True,26054.9,5362.9,6042.4,50.6,45.7,397.5,4662.0,148.0,4.4,562.8,2.4,30.6,30.3,1928.5,0.7,1.9,1.8,2.5,1.3,0.3,879.1,0.2,12.8,9.7,0.7,24.7,184.5,433.5,75.2,3.8,0.7,1.0,0.8,0.6,0.2,0.2,0.2,3.0,0.6,0.3
icr049816,True,26618.8,5575.0,5608.5,50.6,45.7,300.0,4379.5,115.4,4.4,490.8,3.5,31.2,13.8,1765.8,0.7,1.8,1.7,2.0,1.2,0.3,882.4,0.2,11.6,8.4,0.6,24.7,184.5,356.5,72.3,3.0,0.7,1.5,0.8,0.3,0.2,0.2,0.2,1.8,0.7,0.3
icr049835,True,26773.3,5575.0,5074.2,50.6,45.7,298.4,2621.6,143.4,4.4,475.1,3.8,22.6,31.8,1370.3,0.7,1.3,1.4,2.1,1.1,0.3,881.1,0.2,6.9,6.5,0.9,24.7,184.5,169.2,57.4,3.5,0.7,1.1,0.9,0.3,0.2,0.2,0.1,0.4,0.7,0.3
icr049836,True,25815.6,5575.0,6544.5,50.6,45.7,412.4,3547.4,139.4,4.4,841.6,5.2,42.2,21.9,1881.4,0.7,1.9,2.0,2.6,1.3,0.3,886.9,0.2,9.4,7.4,0.8,24.7,184.5,242.2,94.6,4.0,0.7,0.9,0.8,0.9,0.2,0.2,0.2,2.9,0.1,0.3
icr049855,True,25104.4,5575.0,5145.8,50.6,45.7,356.8,5835.8,565.4,4.4,654.0,3.5,42.6,70.4,3050.3,0.7,1.7,2.6,3.2,0.8,0.3,883.0,4.5,20.3,23.4,1.1,24.7,184.5,1150.8,114.9,7.3,0.7,2.4,1.1,0.3,0.5,0.2,0.1,2.1,1.0,0.3
icr049856,True,22437.9,5575.0,7044.0,50.6,45.7,452.2,7273.9,528.4,4.4,818.5,5.2,43.3,56.7,4994.8,0.7,3.7,3.2,3.6,1.0,0.3,881.7,3.1,32.3,23.4,1.5,24.7,184.5,1150.3,187.8,14.7,0.7,5.4,3.3,0.5,0.7,0.2,0.2,3.9,0.1,0.4
icr049875,True,24463.3,5575.0,3407.7,50.6,45.7,318.8,2155.9,355.7,4.4,258.6,1.0,7.4,21.0,393.8,0.7,0.6,1.8,1.8,0.6,0.3,887.6,0.2,5.2,9.6,0.8,24.7,184.5,177.2,26.5,1.7,0.7,1.3,0.9,0.2,0.1,0.2,0.2,1.4,1.0,0.3
icr049876,True,25591.0,5575.0,3633.3,50.6,45.7,457.1,2495.1,160.6,4.4,308.3,1.6,11.6,7.8,401.9,0.7,0.6,1.7,1.8,0.6,0.3,881.7,0.2,6.9,6.7,0.7,24.7,184.5,114.8,22.3,1.4,0.7,1.3,0.9,0.3,0.1,0.2,0.1,1.2,0.9,0.3
icr049894,True,24839.8,5575.0,7838.4,50.6,45.7,297.7,4552.4,245.5,4.4,663.7,4.2,38.8,32.6,2287.6,0.7,2.2,2.4,3.5,1.5,0.3,880.4,0.2,11.5,10.0,1.0,24.7,184.5,338.5,87.9,3.9,0.7,1.5,0.8,0.4,0.2,0.2,0.2,4.0,1.2,0.6
icr049895,True,27199.0,5575.0,6866.4,50.6,45.7,342.7,3768.5,154.3,4.4,433.1,4.2,28.7,17.2,1866.9,0.7,2.1,2.4,3.3,1.3,0.3,880.4,0.2,10.1,7.6,0.8,24.7,184.5,284.6,69.0,3.2,0.7,1.1,0.8,0.2,0.3,0.2,0.1,2.9,0.4,0.3
icr049914,True,27588.1,5360.9,6144.8,50.6,45.7,261.1,3615.6,179.7,4.4,816.6,3.5,46.0,53.3,1213.3,0.7,1.4,1.7,2.5,1.1,0.3,883.0,0.2,9.6,8.4,0.8,24.7,184.5,175.5,79.0,1.6,0.7,1.3,0.9,0.7,0.1,0.2,0.1,0.5,0.3,0.3
icr049915,True,25853.7,5579.2,6502.2,50.6,45.7,324.8,3492.0,144.2,4.4,794.5,3.6,48.8,27.5,1618.4,0.7,2.1,2.6,3.0,1.4,0.3,881.1,0.2,9.0,7.4,1.5,24.7,184.5,101.5,83.9,2.5,0.7,0.9,0.8,0.8,0.2,0.2,0.2,2.6,0.2,0.3
icr049934,True,24613.5,5405.7,3622.1,50.6,45.7,343.7,2244.2,151.2,4.4,433.4,1.7,14.8,17.6,959.0,0.7,0.9,1.8,1.8,0.5,0.3,885.0,0.2,5.8,5.5,0.8,24.7,184.5,142.7,45.4,2.3,0.7,1.3,0.8,0.2,0.1,0.2,0.1,0.4,0.9,0.3
icr049935,True,26044.9,5575.0,3848.2,50.6,45.7,491.6,3152.1,175.6,4.4,772.5,3.1,45.4,22.2,1093.1,0.7,0.9,1.9,2.5,0.7,0.3,882.4,0.2,7.8,7.3,1.2,24.7,184.5,106.2,64.7,1.7,0.7,1.3,0.9,0.7,0.1,0.2,0.1,1.3,0.5,0.3
icr049954,True,25943.2,5575.0,5477.8,50.6,45.7,117.5,1281.6,137.0,4.4,376.7,1.7,19.6,15.7,669.6,0.7,1.4,4.0,2.1,1.1,0.3,886.3,0.2,3.7,3.4,1.1,24.7,184.5,76.6,34.4,1.9,0.7,1.3,0.9,0.2,0.1,0.2,0.1,0.4,1.3,0.2
icr049955,True,27174.8,5575.0,6548.6,50.6,45.7,191.7,2112.8,119.2,4.4,725.7,2.7,36.8,15.9,1025.8,0.7,1.7,2.1,2.6,1.5,0.3,886.9,0.2,5.8,4.6,1.1,24.7,184.5,117.8,59.7,1.3,0.7,1.3,0.9,0.7,0.1,0.2,0.2,1.5,0.7,0.2
icr049974,True,26072.8,5575.0,7811.5,50.6,45.7,357.8,6355.4,236.7,4.4,1185.8,5.9,78.9,47.0,2884.0,0.7,2.3,2.0,4.0,1.5,0.3,888.9,0.2,16.0,13.7,1.7,24.7,184.5,441.4,160.3,5.7,0.7,1.7,0.7,1.2,0.6,0.2,0.1,3.0,1.7,0.3
icr049975,True,28485.6,5575.0,8386.7,50.6,45.7,378.7,6581.5,241.4,4.4,1174.4,5.5,62.8,33.4,2839.0,0.7,2.6,2.4,3.6,1.5,0.3,884.3,0.2,16.8,14.2,1.5,24.7,184.5,330.5,146.0,5.0,0.7,1.2,0.7,1.3,0.4,0.2,0.2,4.1,1.5,0.8
icr049994,True,27673.7,6179.0,6152.7,50.6,45.7,157.5,3200.1,158.1,4.4,328.8,2.8,18.1,51.8,1415.9,0.7,1.6,1.7,2.3,1.2,0.3,879.1,0.2,7.6,7.0,1.1,24.7,184.5,244.5,54.3,3.1,0.7,1.3,0.9,0.2,0.1,0.2,0.2,1.0,0.8,0.3
icr049995,True,26573.1,5575.0,5770.1,50.6,45.7,459.0,3018.8,115.2,4.4,259.7,3.1,15.1,11.7,1263.2,0.7,1.3,2.4,3.2,1.0,0.3,880.4,0.2,7.1,5.5,0.9,24.7,184.5,170.8,39.3,2.2,0.7,1.2,0.9,0.2,0.1,0.2,0.1,2.5,0.7,0.3
icr050014,True,28219.1,5575.0,6212.7,50.6,45.7,317.2,3083.7,181.7,4.4,388.4,3.3,17.9,29.6,1345.9,0.7,1.3,1.5,2.5,1.2,0.3,879.8,0.2,7.9,6.9,1.0,24.7,184.5,193.4,52.7,3.4,0.7,1.1,0.9,0.4,0.1,0.2,0.2,1.5,0.5,0.3
icr050015,True,27197.1,5575.0,6613.2,50.6,45.7,460.6,3932.2,139.2,4.4,627.6,3.9,33.9,17.5,1595.8,0.7,1.8,1.5,2.4,1.3,0.3,883.0,0.2,9.7,7.9,1.0,24.7,184.5,187.1,70.6,3.0,0.7,1.3,0.8,0.6,0.2,0.2,0.2,0.5,0.4,0.3
