SSN,Public,Latitude,Longitude,Cluster,Plot,Depth,Soil material,Scientist,Site,Country,Region,Cultivated,Gid
icr037755,True,5.232844999999998,10.226835,1,5,top,Bana.1.5.Topsoil.Std fine soil,Jerome Tondoh,Bana,Cameroon,West Africa,,1143
icr072385,True,-7.31065,15.71785667,8,1,top,Sanz.8.1.Topsoil.Std fine soil,L.T.Desta,Sanza Pompo,Angola,South Africa,,1545
icr038057,True,5.30045833,10.293825,16,7,sub,Bana.16.7.Subsoil.Std fine soil,Jerome Tondoh,Bana,Cameroon,West Africa,,1174
icr070202,True,9.192731667,5.697721667000001,6,4,top,Kuti.6.4.Topsoil.Std fine soil,Jerom Tondoh,Kutigi,Nigeria,West Africa,,1512
icr068600,True,11.30869,8.175328333,10,1,sub,Pamp.10.1.Subsoil.Std fine soil,Jerome Tondoh,Pampaida,Nigeria,West Africa,,1490
icr075796,True,-15.857948,26.111965,7,1,top,Musu.7.1.Topsoil.Std fine soil,L.T.Desta,Musungwa,Zambia,South Africa,False,1419
icr055763,True,-9.1576,29.6706,11,1,sub,Chil.11.1.Subsoil.Std fine soil,L.T.Desta,Chilende,Zambia,,False,996
icr033852,True,4.16091299,38.33256149,14,1,sub,Mega.14.1.Subsoil.Std fine soil,Leigh Wenoiwecki,Mega,Ethiopia,East Africa,,1105
icr050434,True,-16.1104,39.01113833,16,1,top,Mart.16.1.Topsoil.Std fine soil,Lulseged Tamene,Martinho,Mozambique,South Africa,False,910
icr050075,True,-24.21577667,34.398345,14,1,sub,Mass.14.1.Subsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1396
icr043391,True,11.950435,-13.11220667,15,11,sub,Boum.15.11.Subsoil.Std fine soil,Jerome Tondoh,Boumeoul,Guinea,West Africa,,1299
icr074851,True,-19.3513,22.0571,12,1,top,Guma.12.1.Topsoil.Std fine soil,L.T.Desta,Gumare,Botswana,,,1835
icr030439,True,9.56470776,42.71464157,9,1,sub,,Tor Vargen,Merar,Ethiopia,East Africa,,554
icr010885,True,12.49784667,-6.286193333,11,1,top,Kol.11.1.Topsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,True,39
icr075627,True,-17.7865,31.9016,16,1,sub,Chiq.16.1.Subsoil.Std fine soil,L.T.Desta,Chiqumbakwe,Zimbabwe,,,1875
icr072486,True,-7.372681667,15.76295333,13,1,sub,Sanz.13.1.Subsoil.Std fine soil,L.T.Desta,Sanza Pompo,Angola,South Africa,,1556
icr015453,True,6.71096333,-1.309231667,2,1,sub,Kub.2.1.Subsoil.Std fine soil,Jerom Tondoh,Kubeasi,Ghana,West Africa,True,288
icr038251,True,11.26762962,39.61626434,9,5,top,Kuta.9.5.Topsoil.Std fine soil,Leigh Wenoicki,Kutaber,Ethiopia,East Africa,True,738
icr010018,True,-11.10610008,35.14979935,6,1,top,Mbi.6.1.Topsoil.Std fine soil,Leigh Winoweicki,Mbinga,Tanzania,East Africa,False,18
icr006475,True,-6.08874989,36.43598175,2,1,sub,Pan.2.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,False,143
icr073599,True,-12.29723833,15.22342333,16,1,sub,Luim.16.1.Subsoil.Std fine soil,L.T.Desta,Luimbale,Angola,South Africa,,1656
icr025092,True,-6.89881992,34.24073792,14,1,top,,Tor Vagen,Itende,Tanzania,East Africa,False,466
icr048664,True,-27.6154,30.0861,13,2,top,Mada.13.2.Topsoil.Std fine soil,George Van Zijl,Madadeni,South Africa,South Africa,False,777
icr055962,True,-13.12469,28.47377833,5,1,sub,Fise.5.1.Subsoil.Std fine soil,L.T.Desta,Fisenge,Zambia,South Africa,True,1014
icr049044,True,-29.9505,22.7371,6,3,top,Prie.6.3.Topsoil.Std fine soil,George Van Zijl,Prieska,South Africa,South Africa,False,796
icr014963,True,-15.90355,35.33182833,12,1,top,Thu.12.1.Topsoil.Std fine soil,L.T.Desta,Thuchila,Malawi,South Africa,True,72
icr073819,True,-19.41003,28.76292667,10,1,top,Keni.10.1.Topsoil.Std fine soil,L.T.Desta,Kenilworth,Zimbabwe,South Africa,,1772
icr074911,True,-19.3686,22.0829,15,1,top,Guma.15.1.Topsoil.Std fine soil,L.T.Desta,Gumare,Botswana,,,1840
icr042854,True,10.53704833,-13.42797333,4,4,sub,Fria.4.4.Subsoil.Std fine soil,Jerome Tondoh,Fria,Guinea,West Africa,,1246
icr056480,True,-16.066365,28.32649833,15,1,top,Mong.15.1.Topsoil.Std fine soil,L.T.Desta,Monga,Zambia,South Africa,True,1064
icr038155,True,11.32647038,39.57241058,4,3,sub,Kuta.4.3.Subsoil.Std fine soil,Leigh Wenoicki,Kutaber,Ethiopia,East Africa,True,730
icr068717,True,11.34667,8.194856667,16,1,top,Pamp.16.1.Topsoil.Std fine soil,Jerome Tondoh,Pampaida,Nigeria,West Africa,,1500
icr033602,True,4.14386177,38.25843048,1,1,top,Mega.1.1.Topsoil.Std fine soil,Leigh Wenoiwecki,Mega,Ethiopia,East Africa,,569
icr010615,True,14.82136667,-10.96745667,15,1,top,Kon.15.1.Topsoil.Std fine soil,Jerome Tondoh,Kontela,Mali,West Africa,False,233
icr030163,True,8.64413834,34.99883270000001,8,1,top,,Tor Vagen,Dambidolo,Ethiopia,East Africa,True,485
icr075509,True,-17.8301,31.8726,10,1,sub,Chiq.10.1.Subsoil.Std fine soil,L.T.Desta,Chiqumbakwe,Zimbabwe,,,1863
icr014649,True,-11.66673333,34.27007167,13,1,sub,Nkh.13.1.Subsoil.Std fine soil,L.T.Desta,Nkhata Bay,Malawi,South Africa,,532
icr055563,True,-9.2127,29.6294,1,1,top,Chil.1.1.Topsoil.Std fine soil,L.T.Desta,Chilende,Zambia,,False,976
icr025016,True,-6.90416813,34.21570587,10,1,top,,Tor Vagen,Itende,Tanzania,East Africa,False,461
icr030296,True,8.62918758,35.05138397,15,1,top,,Tor Vagen,Dambidolo,Ethiopia,East Africa,True,499
icr055902,True,-13.09985,28.43995333,2,1,top,Fise.2.1.Topsoil.Std fine soil,L.T.Desta,Fisenge,Zambia,South Africa,False,1007
icr030238,True,8.64140797,35.02413177,12,1,top,,Tor Vagen,Dambidolo,Ethiopia,East Africa,True,493
icr049895,True,-24.243575,34.35064167,5,1,sub,Mass.5.1.Subsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1378
icr023274,True,-13.43872667,35.509765,9,1,sub,Mak.9.1.Subsoil.Std fine soil,Dr L.T.Desta,Macassangila,Mozambique,South Africa,True,398
icr072266,True,-7.351243332999999,15.68781667,2,1,top,Sanz.2.1.Topsoil.Std fine soil,L.T.Desta,Sanza Pompo,Angola,South Africa,,1533
icr056460,True,-16.088815,28.32333333,14,1,top,Mong.14.1.Topsoil.Std fine soil,L.T.Desta,Monga,Zambia,South Africa,False,1062
icr073301,True,-12.35919,15.14388333,1,1,sub,Luim.1.1.Subsoil.Std fine soil,L.T.Desta,Luimbale,Angola,South Africa,,1626
icr073480,True,-12.345895,15.19027833,10,1,sub,Luim.10.1.Subsoil.Std fine soil,L.T.Desta,Luimbale,Angola,South Africa,,1644
icr069949,True,14.80238833,-7.802876667,9,1,top,Tamb.9.1.Topsoil.Std fine soil,Jerom Tondoh,Tambabougou,Mali,West Africa,,1739
icr033407,True,-0.15257999,39.01852417,5,1,top,Mbal.5.1.Topsoil.Std fine soil,Leigh Winowiecki,Mbalambala,Kenya,East Africa,,1078
icr075897,True,-15.83095833,26.13990833,12,1,sub,Musu.12.1.Subsoil.Std fine soil,L.T.Desta,Musungwa,Zambia,South Africa,False,1430
icr049716,True,-17.980610000000006,36.84061,12,1,sub,Ihas.12.1.Subsoil.Std fine soil,Lulseged Tamene,Ihassunge,Mozambique,South Africa,True,871
icr015335,True,10.90988167,-2.62005,15,1,top,Lam.15.1.Topsoil.Std fine soil,Jerome Tondoh,Lambussie,Ghana,West Africa,True,127
icr023693,True,-14.72569333,39.90788167,14,1,sub,Chik.14.1.Subsoil.Std fine soil,Dr L.T.Desta,Chica_b,Mozambique,South Africa,False,438
icr034110,True,8.15104,9.90334,11,1,top,Ibi.11.1.Topsoil.Std fine soil,Jerome Tondoh,Ibi,Nigeria,,,1110
icr049023,True,-29.9716,22.7325,5,1,sub,Prie.5.1.Subsoil.Std fine soil,George Van Zijl,Prieska,South Africa,South Africa,False,795
icr033566,True,-0.109038,39.05654144,15,2,top,Mbal.15.2.Topsoil.Std fine soil,Leigh Winowiecki,Mbalambala,Kenya,East Africa,,1096
icr034873,True,6.74387833,4.68995,14,2,top,Imor.14.2.Topsoil.Std fine soil,Jerome Tondoh,Imorun,Nigeria,West Africa,True,717
icr068162,True,13.43555333,1.738738333,4,2,sub,Nyal.4.2.Subsoil.Std fine soil,Jerome Tondoh,Nyalagari,Niger,West Africa,,1446
icr023614,True,-14.72912667,39.87938333,10,1,sub,Chik.10.1.Subsoil.Std fine soil,Dr L.T.Desta,Chica_b,Mozambique,South Africa,False,430
icr034913,True,6.780285000000001,4.696635,16,1,top,Imor.16.1.Topsoil.Std fine soil,Jerome Tondoh,Imorun,Nigeria,West Africa,False,721
icr042063,True,-1.74951005,35.79748917,5,2,sub,Mori.5.2.Subsoil.Std fine soil,Leigh wenoweicki,Morijo,Kenya,East Africa,,1216
icr011921,True,-3.03815293,33.04239655,6,1,top,Buk.6.1.Topsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,True,50
icr025036,True,-6.87863302,34.2233963,11,1,top,,Tor Vagen,Itende,Tanzania,East Africa,False,203
icr072949,True,-11.772835,15.87541167,1,2,sub,Bimb.1.2.Subsoil.Std fine soil,L.T.Desta,Bimbe,Angola,South Africa,,1596
icr012083,True,-3.0151,33.08854294,15,3,top,Buk.15.3.Topsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,True,59
icr010336,True,14.770079999999998,-11.03315333,1,1,sub,Kon.1.1.Subsoil.Std fine soil,Jerome Tondoh,Kontela,Mali,West Africa,True,207
icr070246,True,9.241345,5.689193333,8,6,top,Kuti.8.6.Topsoil.Std fine soil,Jerom Tondoh,Kutigi,Nigeria,West Africa,,1514
icr034673,True,6.78424333,4.627915,4,1,top,Imor.4.1.Topsoil.Std fine soil,Jerome Tondoh,Imorun,Nigeria,West Africa,False,698
icr010788,True,12.46614167,-6.312131667,6,1,sub,Kol.6.1.Subsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,True,242
icr041916,True,-2.62039208,39.57739258,15,1,sub,Mara.15.1.Subsoil.Std fine soil,Leigh Wenoiwecki,Marafa,Kenya,East Africa,,1204
icr015513,True,6.6844800000000015,-1.28564,5,1,sub,Kub.5.1.Subsoil.Std fine soil,Jerom Tondoh,Kubeasi,Ghana,West Africa,False,294
icr005985,True,-6.86680222,36.09944916,4,2,top,Chi.4.2.Topsoil.Std fine soil,Tor Gunnar Vagen,Chinyanghuku,Tanzania,East Africa,False,4
icr010576,True,14.77818833,-10.964785,13,1,sub,Kon.13.1.Subsoil.Std fine soil,Jerome Tondoh,Kontela,Mali,West Africa,False,613
icr048451,True,-27.6111,30.0127,1,1,sub,Mada.1.1.Subsoil.Std fine soil,George Van Zijl,Madadeni,South Africa,South Africa,False,754
icr006607,True,-6.12151,36.4836,9,1,sub,Pan.9.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,False,608
icr074232,True,-18.0911,29.4842,15,1,sub,Gamb.15.1.Subsoil.Std fine soil,L.T.Desta,Gambisa,Zimbabwe,,False,1720
icr010516,True,14.80662167,-10.98228,10,1,sub,Kon.10.1.Subsoil.Std fine soil,Jerome Tondoh,Kontela,Mali,West Africa,False,225
icr070050,True,14.83130167,-7.780153332999999,14,1,sub,Tamb.14.1.Subsoil.Std fine soil,Jerom Tondoh,Tambabougou,Mali,West Africa,,1750
icr007911,True,-5.36247683,37.49689102,10,1,sub,Kib.10.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Kiberashi,Tanzania,East Africa,False,611
icr048992,True,-29.9487,22.7115,2,6,top,Prie.2.6.Topsoil.Std fine soil,George Van Zijl,Prieska,South Africa,South Africa,False,790
icr011145,True,10.92799833,-3.564085,7,1,sub,Bon.7.1.Subsoil.Std fine soil,Jerome Tondoh,Bondigui,Burkina Faso,West Africa,,510
icr048602,True,-27.5896,30.0597,10,1,top,Mada.10.1.Topsoil.Std fine soil,George Van Zijl,Madadeni,South Africa,South Africa,False,771
icr010159,True,-11.12909985,35.20069885,13,1,sub,Mbi.13.1.Subsoil.Std fine soil,Leigh Winoweicki,Mbinga,Tanzania,East Africa,True,201
icr030064,True,8.6298523,34.98375702,3,1,sub,,Tor Vagen,Dambidolo,Ethiopia,East Africa,True,476
icr074002,True,-18.1109,29.4157,2,1,top,Gamb.2.1.Topsoil.Std fine soil,L.T.Desta,Gambisa,Zimbabwe,,False,1693
icr056421,True,-16.05019667,28.30818,12,1,sub,Mong.12.1.Subsoil.Std fine soil,L.T.Desta,Monga,Zambia,South Africa,False,1059
icr049597,True,-18.02787167,36.81948333,6,1,sub,Ihas.6.1.Subsoil.Std fine soil,Lulseged Tamene,Ihassunge,Mozambique,South Africa,True,859
icr048837,True,-29.7781,23.933000000000003,8,2,top,Hope.8.2.Topsoil.Std fine soil,George Van Zijl,Hopetown,South Africa,,,1316
icr007810,True,-5.38245487,37.46924591,5,1,top,Kib.5.1.Topsoil.Std fine soil,Tor Gunnar Vagen,Kiberashi,Tanzania,East Africa,True,173
icr049013,True,-29.9058,22.7159,4,4,top,Prie.4.4.Topsoil.Std fine soil,George Van Zijl,Prieska,South Africa,South Africa,False,792
icr043333,True,11.96782167,-13.12979333,12,1,sub,Boum.12.1.Subsoil.Std fine soil,Jerome Tondoh,Boumeoul,Guinea,West Africa,,1294
icr054294,True,0.56445801,32.29327011,8,1,sub,Nama.8.1.Subsoil.Std fine soil, Leigh Winowiecki ,Namasuba,Uganda,East Africa,False,926
icr048740,True,-29.835,23.9142,1,1,top,Hope.1.1.Topsoil.Std fine soil,George Van Zijl,Hopetown,South Africa,,,1302
icr030335,True,9.57485485,42.66679382,1,3,top,,Tor Vargen,Merar,Ethiopia,East Africa,,538
icr033351,True,-0.150345,38.99033356,1,1,top,Mbal.1.1.Topsoil.Std fine soil,Leigh Winowiecki,Mbalambala,Kenya,East Africa,,1070
icr042004,True,-1.73033202,35.77527618,2,1,top,Mori.2.1.Topsoil.Std fine soil,Leigh wenoweicki,Morijo,Kenya,East Africa,,1209
icr014884,True,-15.904765,35.323465,8,1,sub,Thu.8.1.Subsoil.Std fine soil,L.T.Desta,Thuchila,Malawi,South Africa,True,276
icr033446,True,-0.129155,39.01071167,6,10,sub,Mbal.6.10.Subsoil.Std fine soil,Leigh Winowiecki,Mbalambala,Kenya,East Africa,,1083
icr023692,True,-14.72569333,39.90788167,14,1,top,Chik.14.1.Topsoil.Std fine soil,Dr L.T.Desta,Chica_b,Mozambique,South Africa,False,437
icr043248,True,11.94213,-13.157495,7,2,top,Boum.7.2.Topsoil.Std fine soil,Jerome Tondoh,Boumeoul,Guinea,West Africa,,1283
icr049478,True,-22.80021333,35.33732,16,1,sub,Chic.16.1.Subsoil.Std fine soil,Lulseged Tamene,Chiculecule,Mozambique,South Africa,True,847
icr010158,True,-11.12909985,35.20069885,13,1,top,Mbi.13.1.Topsoil.Std fine soil,Leigh Winoweicki,Mbinga,Tanzania,East Africa,True,25
icr006077,True,-6.93122,36.1357,9,5,sub,Chi.9.5.Subsoil.Std fine soil,Tor Gunnar Vagen,Chinyanghuku,Tanzania,East Africa,False,136
icr038034,True,5.28465667,10.28513333,15,5,top,Bana.15.5.Topsoil.Std fine soil,Jerome Tondoh,Bana,Cameroon,West Africa,,1171
icr024917,True,-6.86510992,34.18169403,4,1,top,,Tor Vagen,Itende,Tanzania,East Africa,False,449
icr050315,True,-16.15556667,38.98825167,10,1,sub,Mart.10.1.Subsoil.Std fine soil,Lulseged Tamene,Martinho,Mozambique,South Africa,True,899
icr072989,True,-11.72324667,15.88526667,3,1,sub,Bimb.3.1.Subsoil.Std fine soil,L.T.Desta,Bimbe,Angola,South Africa,,1600
icr043299,True,11.928245,-13.133870000000002,10,2,top,Boum.10.2.Topsoil.Std fine soil,Jerome Tondoh,Boumeoul,Guinea,West Africa,,1289
icr034754,True,6.78485167,4.643185,8,1,sub,Imor.8.1.Subsoil.Std fine soil,Jerome Tondoh,Imorun,Nigeria,West Africa,True,706
icr033582,True,-0.091448,39.06403351,16,1,top,Mbal.16.1.Topsoil.Std fine soil,Leigh Winowiecki,Mbalambala,Kenya,East Africa,,1100
icr030200,True,8.60359764,35.02456665,10,2,top,,Tor Vagen,Dambidolo,Ethiopia,East Africa,True,489
icr073650,True,-19.425122,28.724613,1,1,sub,Keni.1.1.Subsoil.Std fine soil,L.T.Desta,Kenilworth,Zimbabwe,South Africa,,1757
icr010768,True,12.45235333,-6.309545,5,1,sub,Kol.5.1.Subsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,True,241
icr056041,True,-13.12265333,28.49141167,9,1,top,Fise.9.1.Topsoil.Std fine soil,L.T.Desta,Fisenge,Zambia,South Africa,True,1021
icr049177,True,-22.86955833,35.26938,1,1,top,Chic.1.1.Topsoil.Std fine soil,Lulseged Tamene,Chiculecule,Mozambique,South Africa,True,816
icr033408,True,-0.15257999,39.01852417,5,1,sub,Mbal.5.1.Subsoil.Std fine soil,Leigh Winowiecki,Mbalambala,Kenya,East Africa,,1079
icr014708,True,-11.59017167,34.27192667,16,1,top,Nkh.16.1.Topsoil.Std fine soil,L.T.Desta,Nkhata Bay,Malawi,South Africa,,109
icr014489,True,-11.65235833,34.228905,5,1,sub,Nkh.5.1.Subsoil.Std fine soil,L.T.Desta,Nkhata Bay,Malawi,South Africa,,524
icr037590,True,11.30168667,-5.48807,10,2,top,Fink.10.2.Topsoil.Std fine soil,Jerome Tondoh,Finnkolo,Mali,West Africa,,1129
icr034051,True,8.173905,9.888138332999999,8,1,sub,Ibi.8.1.Subsoil.Std fine soil,Jerome Tondoh,Ibi,Nigeria,West Africa,True,644
icr055762,True,-9.1576,29.6706,11,1,top,Chil.11.1.Topsoil.Std fine soil,L.T.Desta,Chilende,Zambia,,False,995
icr075757,True,-15.896971,26.115347,5,1,sub,Musu.5.1.Subsoil.Std fine soil,L.T.Desta,Musungwa,Zambia,South Africa,False,1416
icr072656,True,-16.196175,14.87335667,4,1,top,Muco.4.1.Topsoil.Std fine soil,L.T.Desta,Mucope,Angola,South Africa,,1569
icr010099,True,-11.10509968,35.17229843,10,1,sub,Mbi.10.1.Subsoil.Std fine soil,Leigh Winoweicki,Mbinga,Tanzania,East Africa,True,198
icr023433,True,-14.75066833,39.839635,1,1,top,Chik.1.1.Topsoil.Std fine soil,Dr L.T.Desta,Chica_b,Mozambique,South Africa,False,413
icr056101,True,-13.06236333,28.48207,12,2,top,Fise.12.2.Topsoil.Std fine soil,L.T.Desta,Fisenge,Zambia,South Africa,True,1026
icr037948,True,5.28252333,10.27224833,11,2,sub,Bana.11.2.Subsoil.Std fine soil,Jerome Tondoh,Bana,Cameroon,West Africa,,1164
icr033971,True,8.17299167,9.854511667,4,1,sub,Ibi.4.1.Subsoil.Std fine soil,Jerome Tondoh,Ibi,Nigeria,West Africa,False,636
icr007871,True,-5.30757999,37.47093964,8,1,sub,Kib.8.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Kiberashi,Tanzania,East Africa,False,595
icr011863,True,-3.00909805,33.01538086,3,1,top,Buk.3.1.Topsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,True,47
icr068280,True,13.38991667,1.77919,10,1,sub,Nyal.10.1.Subsoil.Std fine soil,Jerome Tondoh,Nyalagari,Niger,West Africa,,1458
icr015295,True,10.86627833,-2.607243333,13,1,top,Lam.13.1.Topsoil.Std fine soil,Jerome Tondoh,Lambussie,Ghana,West Africa,True,125
icr025111,True,-6.87730789,34.24555969,15,1,top,,Tor Vagen,Itende,Tanzania,East Africa,False,468
icr033656,True,4.21533012,38.26117706,4,1,top,Mega.4.1.Topsoil.Std fine soil,Leigh Wenoiwecki,Mega,Ethiopia,East Africa,,575
icr048770,True,-29.7978,23.9075,3,3,top,Hope.3.3.Topsoil.Std fine soil,George Van Zijl,Hopetown,South Africa,,,1306
icr068239,True,13.443970000000002,1.754626667,8,1,top,Nyal.8.1.Topsoil.Std fine soil,Jerome Tondoh,Nyalagari,Niger,West Africa,,1453
icr049836,True,-24.22272333,34.33146167,2,1,sub,Mass.2.1.Subsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1372
icr073128,True,-11.74299833,15.925165,10,1,top,Bimb.10.1.Topsoil.Std fine soil,L.T.Desta,Bimbe,Angola,South Africa,,1611
icr069849,True,14.87954,-7.8447,4,1,top,Tamb.4.1.Topsoil.Std fine soil,Jerom Tondoh,Tambabougou,Mali,West Africa,,1729
icr049237,True,-22.80203,35.26829167,4,1,top,Chic.4.1.Topsoil.Std fine soil,Lulseged Tamene,Chiculecule,Mozambique,South Africa,False,822
icr034874,True,6.74387833,4.68995,14,2,sub,Imor.14.2.Subsoil.Std fine soil,Jerome Tondoh,Imorun,Nigeria,West Africa,True,718
icr056122,True,-13.127745,28.51711333,13,1,sub,Fise.13.1.Subsoil.Std fine soil,L.T.Desta,Fisenge,Zambia,South Africa,False,1029
icr073858,True,-19.36441167,28.77160167,12,1,sub,Keni.12.1.Subsoil.Std fine soil,L.T.Desta,Kenilworth,Zimbabwe,South Africa,,1776
icr010476,True,14.838770000000002,-11.01125167,8,1,sub,Kon.8.1.Subsoil.Std fine soil,Jerome Tondoh,Kontela,Mali,West Africa,False,221
icr056341,True,-16.04143333,28.28783833,8,1,sub,Mong.8.1.Subsoil.Std fine soil,L.T.Desta,Monga,Zambia,South Africa,True,1051
icr056042,True,-13.12265333,28.49141167,9,1,sub,Fise.9.1.Subsoil.Std fine soil,L.T.Desta,Fisenge,Zambia,South Africa,True,1022
icr074812,True,-19.3947,22.0671,10,1,sub,Guma.10.1.Subsoil.Std fine soil,L.T.Desta,Gumare,Botswana,,,1832
icr033812,True,4.20917797,38.31288528,12,1,sub,Mega.12.1.Subsoil.Std fine soil,Leigh Wenoiwecki,Mega,Ethiopia,East Africa,,1102
icr034694,True,6.715560000000001,4.650443333,5,2,sub,Imor.5.2.Subsoil.Std fine soil,Jerome Tondoh,Imorun,Nigeria,West Africa,False,701
icr041699,True,-2.60788202,39.5163269,4,1,top,Mara.4.1.Topsoil.Std fine soil,Leigh Wenoiwecki,Marafa,Kenya,East Africa,,1181
icr050254,True,-16.12728667,38.95530167,7,1,top,Mart.7.1.Topsoil.Std fine soil,Lulseged Tamene,Martinho,Mozambique,South Africa,False,892
icr034613,True,6.717035000000001,4.630036667,1,1,top,Imor.1.1.Topsoil.Std fine soil,Jerome Tondoh,Imorun,Nigeria,West Africa,True,692
icr015063,True,10.86386167,-2.686115,1,1,top,Lam....-.Std fine soil-AfSIS TSBF,Jerome Tondoh,Lambussie,Ghana,West Africa,True,113
icr073379,True,-12.3554,15.16175667,5,1,top,Luim.5.1.Topsoil.Std fine soil,L.T.Desta,Luimbale,Angola,South Africa,,1633
icr034151,True,8.10137667,9.921948333,13,1,sub,Ibi.13.1.Subsoil.Std fine soil,Jerome Tondoh,Ibi,Nigeria,West Africa,True,652
icr014709,True,-11.59017167,34.27192667,16,1,sub,Nkh.16.1.Subsoil.Std fine soil,L.T.Desta,Nkhata Bay,Malawi,South Africa,,535
icr030551,True,9.61545658,42.73780441,15,1,top,,Tor Vargen,Merar,Ethiopia,East Africa,,565
icr073340,True,-12.31628333,15.15200333,3,1,top,Luim.3.1.Topsoil.Std fine soil,L.T.Desta,Luimbale,Angola,South Africa,,1629
icr010179,True,-11.09879971,35.19520187,14,1,sub,Mbi.14.1.Subsoil.Std fine soil,Leigh Winoweicki,Mbinga,Tanzania,East Africa,False,202
icr049656,True,-18.0472,36.84010167,9,2,sub,Ihas.9.2.Subsoil.Std fine soil,Lulseged Tamene,Ihassunge,Mozambique,South Africa,False,865
icr015632,True,6.74021833,-1.266893333,11,1,top,Kub.11.1.Topsoil.Std fine soil,Jerom Tondoh,Kubeasi,Ghana,West Africa,True,305
icr011077,True,10.92339333,-3.57667,3,2,top,Bon.3.2.Topsoil.Std fine soil,Jerome Tondoh,Bondigui,Burkina Faso,West Africa,,80
icr074248,True,-18.0683,29.4841,16,1,top,Gamb.16.1.Topsoil.Std fine soil,L.T.Desta,Gambisa,Zimbabwe,,False,1721
icr034501,True,6.98352667,9.376038333,13,1,top,Kats.13.1.Topsoil.Std fine soil,Jerome Tondoh,Katsina ala,Nigeria,West Africa,True,683
icr049775,True,-17.99677167,36.86077167,15,1,top,Ihas.15.1.Topsoil.Std fine soil,Lulseged Tamene,Ihassunge,Mozambique,South Africa,True,876
icr075756,True,-15.896971,26.115347,5,1,top,Musu.5.1.Topsoil.Std fine soil,L.T.Desta,Musungwa,Zambia,South Africa,False,1415
icr075777,True,-15.87001333,26.118435,6,1,sub,Musu.6.1.Subsoil.Std fine soil,L.T.Desta,Musungwa,Zambia,South Africa,False,1418
icr055882,True,-13.12839833,28.43756500000001,1,1,top,Fise.1.1.Topsoil.Std fine soil,L.T.Desta,Fisenge,Zambia,South Africa,True,1005
icr011223,True,10.924675,-3.533448333,11,1,sub,Bon.11.1.Subsoil.Std fine soil,Jerome Tondoh,Bondigui,Burkina Faso,West Africa,,514
icr043068,True,10.51575167,-13.35777833,15,5,top,Fria.15.5.Topsoil.Std fine soil,Jerome Tondoh,Fria,Guinea,West Africa,,1267
icr042837,True,10.51886667,-13.43299667,3,5,sub,Fria.3.5.Subsoil.Std fine soil,Jerome Tondoh,Fria,Guinea,West Africa,,1244
icr075857,True,-15.87658167,26.13388333,10,1,sub,Musu.10.1.Subsoil.Std fine soil,L.T.Desta,Musungwa,Zambia,South Africa,False,1426
icr037591,True,11.30168667,-5.48807,10,2,sub,Fink.10.2.Subsoil.Std fine soil,Jerome Tondoh,Finnkolo,Mali,West Africa,,1130
icr034363,True,7.00404333,9.332265,6,1,sub,Kats.6.1.Subsoil.Std fine soil,Jerome Tondoh,Katsina ala,Nigeria,West Africa,True,670
icr075567,True,-17.8659,31.8962,13,1,top,Chiq.13.1.Topsoil.Std fine soil,L.T.Desta,Chiqumbakwe,Zimbabwe,,,1868
icr054410,True,0.52495998,32.33211136,15,5,top,Nama.15.5.Topsoil.Std fine soil, Leigh Winowiecki ,Namasuba,Uganda,East Africa,True,940
