SSN,Public,EC,ExAc,ExBas,M3 Al,M3 B,M3 Ca,M3 Cu,M3 Fe,M3 K,M3 Mg,M3 Mn,M3 Na,M3 P,M3 S,M3 Zn,PH,PSI
icr055903,True,0.036000000000000004,0.57,1.844530025,1300.0,0.001,210.0,8.66,54.3,76.9,56.4,21.3,30.3,5.72,44.9,0.98,4.95,117.0
icr055922,True,0.073,0.37,3.771918053,1020.0,0.001,419.0,19.3,122.0,122.0,153.0,19.3,23.1,176.0,13.3,5.65,5.84,47.7
icr055923,True,0.053,0.38,1.652342267,1180.0,0.001,193.0,10.9,85.7,69.9,49.7,8.26,22.5,21.2,21.6,1.96,5.01,63.6
icr055941,True,0.046,0.28,3.183347636,1030.0,0.001,388.0,15.7,77.9,112.0,106.0,89.4,18.6,6.33,9.74,1.02,5.62,34.4
icr055942,True,0.039,0.28,2.42426497,1260.0,0.001,264.0,6.81,63.6,96.3,89.4,74.4,27.4,3.02,25.7,0.83,5.24,99.4
icr055961,True,0.039,0.28,4.069227135,1380.0,0.001,517.0,8.37,69.8,147.0,123.0,44.4,21.1,12.4,10.9,2.4,5.63,90.1
icr055962,True,0.034,0.57,2.561430006,1380.0,0.001,331.0,2.85,45.5,55.8,79.1,33.9,25.3,3.24,54.9,1.07,5.21,117.0
icr055981,True,0.02,0.56,1.085744858,1110.0,0.001,129.0,7.44,74.3,35.3,32.2,33.8,19.4,7.71,18.1,0.79,5.02,65.6
icr055982,True,0.029,0.57,1.218968105,1190.0,0.001,138.0,2.33,54.7,35.6,38.1,41.7,28.3,3.75,45.7,1.02,4.91,89.1
icr056001,True,0.027000000000000003,0.48,1.5235836269999998,875.0,0.001,129.0,12.2,90.3,107.0,64.2,29.7,17.1,11.4,10.1,1.69,5.6,34.4
icr056002,True,0.269,0.38,1.643035975,1100.0,0.001,175.0,12.3,110.0,80.7,57.7,28.5,19.5,13.4,10.4,1.64,5.5,39.0
icr056021,True,0.021,0.38,1.758893175,1300.0,0.001,213.0,8.32,65.4,74.5,50.7,42.1,19.4,7.24,13.9,1.14,5.56,92.1
icr056022,True,0.024,0.28,1.390494177,1240.0,0.001,158.0,2.7,51.4,49.6,45.0,62.1,23.4,2.12,78.3,0.88,5.13,131.0
icr056041,True,0.063,0.19,4.075397899,1130.0,0.001,448.0,12.5,109.0,152.0,157.0,96.5,34.3,13.1,16.4,2.53,5.76,59.5
icr056042,True,0.046,0.19,2.977706242,1110.0,0.001,298.0,8.68,84.7,180.0,109.0,86.5,29.1,9.78,16.3,1.35,5.88,69.4
icr056061,True,0.027000000000000003,0.67,1.986849359,1530.0,0.001,258.0,3.77,47.8,49.4,56.3,12.3,24.2,5.46,19.8,0.95,5.24,155.0
icr056062,True,0.03,0.76,1.438805563,1480.0,0.001,176.0,1.79,36.8,33.2,43.4,13.9,26.5,2.4,53.5,0.76,5.07,140.0
icr056081,True,0.035,0.57,1.969686754,1220.0,0.001,204.0,8.05,76.7,107.0,68.7,40.7,24.9,7.56,18.6,1.23,5.32,74.2
icr056082,True,0.033,0.67,1.487471941,1220.0,0.001,131.0,1.86,40.8,77.6,62.3,40.8,27.4,2.59,67.6,1.63,5.02,110.0
icr056102,True,0.049,0.28,2.202787195,1160.0,0.001,251.0,2.9,75.9,114.0,63.2,73.6,30.8,4.81,41.3,0.74,5.68,92.0
icr056121,True,0.051,0.52,1.383656655,923.0,0.001,134.0,7.63,107.0,83.1,46.8,41.4,26.3,17.5,11.2,1.0,5.16,43.3
icr056122,True,0.038,0.72,1.304515652,1000.0,0.001,128.0,5.29,109.0,76.9,40.3,32.1,31.0,10.3,15.0,1.48,5.01,52.2
icr056141,True,0.028,0.28,2.381506309,838.0,0.001,325.0,9.47,62.4,41.2,61.9,25.4,32.1,12.0,9.09,1.06,5.5,29.8
icr056142,True,0.033,0.52,3.619316649,1010.0,0.001,428.0,3.8,53.0,49.2,123.0,15.6,77.5,5.0,28.5,0.79,5.12,58.7
icr056161,True,0.04,0.14,1.851639788,812.0,0.001,206.0,8.14,63.1,58.0,59.9,33.5,41.0,7.49,12.7,1.44,5.44,24.7
icr056162,True,0.03,0.43,1.54614001,976.0,0.001,150.0,3.25,59.2,62.2,53.2,26.2,45.4,4.49,20.1,0.77,5.22,61.7
icr056182,True,0.028,0.048,2.886147408,1240.0,0.001,370.0,3.18,54.8,76.4,88.0,53.3,26.1,5.26,16.6,0.62,5.79,69.7
icr056200,True,0.18600000000000005,0.095,20.312116,544.0,0.66,3360.0,2.25,83.5,196.0,354.0,86.0,19.6,71.3,12.4,1.31,7.42,18.4
icr056201,True,0.122,0.19,12.36800512,537.0,0.31,1970.0,1.86,71.3,175.0,242.0,45.3,16.2,44.0,7.92,1.02,7.21,16.5
icr056220,True,0.021,0.66,4.3973135,514.0,0.001,565.0,0.46,46.2,96.7,157.0,30.8,6.32,3.01,2.64,0.51,6.13,25.4
icr056221,True,0.01,0.71,5.317803788,499.0,0.001,649.0,0.32,39.7,64.2,218.0,27.9,24.6,1.22,3.02,0.59,6.14,31.6
icr056240,True,0.022,0.14,5.042514214,636.0,0.001,664.0,0.93,59.9,87.1,173.0,47.2,16.1,4.38,3.73,0.82,6.07,31.1
icr056241,True,0.018000000000000002,0.56,4.155514891,653.0,0.001,471.0,0.63,37.5,81.2,186.0,43.9,12.8,1.1,2.9,0.35,6.22,41.0
icr056260,True,0.021,0.85,4.030043753,592.0,0.001,446.0,0.78,45.5,80.0,183.0,11.3,19.1,4.3,4.08,0.75,5.88,40.3
icr056261,True,0.02,0.76,4.058024561,596.0,0.001,286.0,0.75,38.1,77.2,283.0,8.15,21.1,2.0,4.18,1.0,5.9,40.1
icr056280,True,0.016,1.33,3.46079305,683.0,0.001,346.0,8.79,55.6,73.5,178.0,5.79,16.5,12.8,5.46,0.58,5.53,50.6
icr056281,True,0.016,1.42,3.447507239,717.0,0.001,205.0,2.74,54.3,43.5,228.0,3.74,98.2,2.57,4.96,0.68,6.06,56.7
icr056300,True,0.024,0.66,4.100217814,458.0,0.001,573.0,0.34,51.4,89.6,114.0,9.82,14.7,5.98,3.23,0.76,6.21,18.5
icr056301,True,0.01,0.76,3.961465727,514.0,0.001,491.0,0.34,38.5,89.2,141.0,5.21,26.0,1.76,3.77,1.09,6.19,27.6
icr056320,True,0.036000000000000004,0.61,7.086441207999999,642.0,0.001,1010.0,2.35,81.5,159.0,184.0,26.9,25.1,8.07,7.73,1.0,6.38,20.7
icr056321,True,0.021,0.52,3.937806324,536.0,0.001,417.0,0.83,48.2,119.0,176.0,5.56,21.6,3.1,4.98,0.81,6.12,19.6
icr056340,True,0.027000000000000003,0.56,9.359986155,1060.0,0.001,783.0,3.3,53.5,282.0,562.0,113.0,18.2,2.04,6.49,0.46,6.62,75.6
icr056341,True,0.028,0.71,8.570717592000001,1280.0,0.001,476.0,2.96,46.6,303.0,641.0,75.1,27.2,0.29,7.71,0.39,6.05,127.0
icr056360,True,0.121,0.61,21.4332838,702.0,0.26,3400.0,1.49,114.0,264.0,437.0,66.4,33.7,64.5,10.7,1.02,6.55,21.1
icr056361,True,0.034,0.52,10.79060937,641.0,0.001,1430.0,1.25,104.0,159.0,376.0,29.3,29.1,11.1,4.98,0.56,6.03,20.3
icr056380,True,0.034,0.61,4.588212361,563.0,0.001,577.0,0.64,63.3,102.0,168.0,15.4,12.4,13.7,4.18,1.58,6.09,20.8
icr056381,True,0.031,1.23,2.246280675,677.0,0.001,145.0,0.5,43.0,70.5,150.0,14.8,23.3,2.41,2.68,0.35,5.53,43.1
icr056400,True,0.078,0.47,8.725648369,508.0,0.001,1400.0,0.21,145.0,69.1,184.0,19.5,6.5,106.0,6.29,1.12,6.06,12.7
icr056401,True,0.031,0.52,3.731047135,744.0,0.001,498.0,0.001,216.0,65.8,127.0,4.68,5.33,307.0,3.4,0.74,6.07,14.0
icr056420,True,0.07,0.66,9.39567944,465.0,0.001,1440.0,1.2,77.7,142.0,214.0,113.0,14.7,39.2,6.05,1.74,6.36,10.8
icr056421,True,0.033,0.095,5.271685802,390.0,0.001,763.0,0.73,71.9,78.8,151.0,74.2,1.66,14.9,3.36,0.83,6.33,10.5
icr056440,True,0.043,1.09,9.177828623,704.0,0.001,1390.0,0.001,85.5,201.0,200.0,119.0,14.0,29.7,3.99,1.02,6.61,22.5
icr056441,True,0.022,0.098,4.4936020160000005,1880.0,0.52,557.0,0.44,172.0,302.0,98.5,97.5,28.1,5.87,24.5,4.04,7.07,31.9
icr056460,True,0.16,0.095,35.24937013,380.0,1.02,6540.0,2.55,45.2,116.0,266.0,193.0,12.5,24.3,14.4,1.66,8.06,39.2
icr056480,True,0.05,0.61,10.32390987,947.0,0.24,1620.0,6.94,64.4,82.8,234.0,157.0,18.0,8.69,8.57,1.38,6.79,58.2
icr056481,True,0.025,0.56,7.144448035,1070.0,0.001,1070.0,6.05,68.1,46.8,198.0,136.0,8.83,1.26,8.41,0.63,6.28,86.3
icr056500,True,0.022,0.56,3.807846484,582.0,0.001,501.0,1.14,95.2,114.0,116.0,99.7,12.1,12.2,3.82,0.84,6.32,28.0
icr056501,True,0.016,0.66,3.563084589,606.0,0.001,417.0,0.66,73.3,115.0,136.0,78.6,13.8,5.41,3.54,0.64,6.38,33.5
icr075676,True,0.03,0.24,1.754982562,293.0,0.001,204.0,0.001,58.5,112.0,40.7,8.83,25.8,12.9,4.32,0.87,5.9,11.6
icr075677,True,0.035,0.24,1.859213079,428.0,0.001,204.0,0.37,79.0,136.0,47.2,2.95,23.3,8.75,4.8,0.5,5.71,11.8
icr075696,True,0.037000000000000005,0.24,2.695317262,220.0,0.001,389.0,0.34,134.0,60.8,46.3,8.4,48.8,5.67,4.87,0.47,6.43,7.23
icr075716,True,0.058,0.048,4.307864027,265.0,0.001,577.0,0.4,165.0,82.2,128.0,12.0,35.6,7.05,7.34,0.69,6.12,5.87
icr075717,True,0.05,0.33,2.596025026,161.0,0.001,328.0,0.001,95.2,50.3,81.7,4.62,35.0,3.18,3.89,0.51,6.33,9.46
icr075736,True,0.307,0.14,34.77840988,832.0,0.075,5110.0,6.0,274.0,219.0,981.0,10.1,129.0,12.6,48.0,4.96,5.63,94.1
icr075737,True,0.116,0.24,34.59903405,625.0,0.059,5080.0,4.33,111.0,114.0,991.0,11.5,165.0,2.5,20.8,2.37,6.42,73.8
icr075756,True,0.053,0.24,3.115505696,233.0,0.001,358.0,0.45,147.0,70.4,66.0,12.3,138.0,3.1,5.09,1.19,7.12,5.79
icr075757,True,0.304,0.14,14.76290186,430.0,0.001,1230.0,0.81,73.2,312.0,288.0,5.75,1250.0,1.74,7.12,1.13,9.72,42.4
icr075776,True,0.048,0.24,6.765128617,390.0,0.001,1040.0,2.25,210.0,81.2,139.0,2.6,48.0,3.52,6.54,0.91,6.5,30.9
icr075777,True,0.024,0.14,6.743330198,279.0,0.001,923.0,1.39,119.0,91.4,183.0,1.29,87.9,1.36,6.49,1.29,7.12,23.4
icr075796,True,0.038,0.24,17.90388176,549.0,0.001,2530.0,3.6,208.0,139.0,518.0,3.1,142.0,7.48,13.0,2.25,6.59,51.3
icr075797,True,0.092,0.14,29.54922428,477.0,0.041,4130.0,4.54,95.2,178.0,866.0,2.0,296.0,17.1,13.6,5.69,7.32,68.3
icr075816,True,0.076,0.14,33.51335736,743.0,0.022,5190.0,3.97,297.0,177.0,792.0,24.0,130.0,5.21,20.6,1.83,6.17,95.4
icr075817,True,0.07200000000000001,0.24,30.82531547,485.0,0.001,4660.0,3.83,115.0,139.0,796.0,12.9,136.0,2.22,13.0,1.59,7.03,60.4
icr075836,True,0.046,0.24,5.85380345,873.0,0.001,797.0,3.04,297.0,136.0,151.0,7.45,62.8,6.8,11.5,0.82,5.74,69.9
icr075837,True,0.022,0.34,7.971122995,1050.0,0.001,1060.0,1.9,111.0,121.0,220.0,2.37,125.0,2.29,9.16,0.74,6.23,110.0
icr075856,True,0.077,0.14,4.153435882,318.0,0.001,411.0,0.82,179.0,82.0,90.7,11.6,262.0,3.77,8.26,1.23,7.24,24.7
icr075857,True,0.114,0.14,8.678406713,271.0,0.001,1200.0,1.06,126.0,46.8,126.0,14.9,349.0,2.35,12.8,1.4,9.43,38.5
icr075876,True,0.104,0.14,27.44036123,773.0,0.001,3910.0,5.44,253.0,172.0,855.0,13.8,88.4,6.4,61.8,1.68,5.66,103.0
icr075877,True,0.042,0.14,31.50946609,652.0,0.001,4490.0,4.69,116.0,113.0,976.0,8.8,162.0,1.98,20.5,1.17,6.84,96.5
icr075896,True,0.51,0.53,31.28632961,688.0,0.001,4380.0,10.1,381.0,478.0,943.0,41.7,85.2,9.5,93.0,5.79,5.13,127.0
icr075897,True,0.054000000000000006,0.14,30.21218955,554.0,0.001,4260.0,6.41,171.0,211.0,951.0,37.6,118.0,3.04,35.3,1.49,6.43,77.0
icr075916,True,0.034,0.72,6.238237513,700.0,0.001,871.0,5.26,314.0,102.0,175.0,14.5,40.5,7.16,7.87,1.12,5.6,61.7
icr075917,True,0.019,0.34,7.751028302000001,891.0,0.001,1090.0,4.09,140.0,73.2,215.0,6.42,77.5,3.1,6.82,1.26,6.23,112.0
icr075936,True,0.066,0.24,12.64193443,873.0,0.001,1750.0,4.86,310.0,143.0,396.0,12.0,58.3,5.04,24.1,2.29,5.53,108.0
icr075937,True,0.084,0.14,18.38339266,904.0,0.001,2700.0,3.31,113.0,114.0,510.0,18.3,86.7,2.04,21.6,1.72,6.84,132.0
icr075956,True,0.32,0.24,32.39102407,755.0,0.001,4860.0,5.4,225.0,153.0,890.0,22.3,79.2,6.8,72.0,2.41,5.69,111.0
icr075957,True,0.139,0.24,33.92451734,584.0,0.001,5290.0,4.25,92.5,114.0,823.0,12.3,87.7,3.33,26.3,1.65,7.36,78.5
icr075976,True,0.384,0.34,28.10721714,844.0,0.001,3850.0,19.8,425.0,223.0,948.0,53.1,104.0,12.4,150.0,3.41,4.98,145.0
icr075977,True,0.112,0.24,32.34108875,747.0,0.001,4350.0,9.61,220.0,102.0,1150.0,25.8,190.0,4.04,32.2,1.43,5.83,112.0
icr049069,True,0.099,0.19,10.29540593,414.0,0.38,1430.0,2.43,59.5,338.0,266.0,151.0,19.0,30.9,4.84,1.64,8.14,21.7
icr033351,True,0.8440000000000001,0.28800000000000003,72.7277316,759.686,3.637,12698.3,2.224,26.67,530.6,817.5,225.0,258.29,8.187000000000001,234.86,0.826,8.266,84.64299999999999
icr033352,True,1.6909999999999998,0.096,75.41512861,719.686,9.845,12628.3,2.182,27.76,465.2,868.2,227.6,898.99,7.005,488.66,0.8220000000000001,8.318,95.688
icr033371,True,0.318,0.096,59.50602187,796.4860000000001,2.907,9470.32,2.334,40.65,675.3,1079.0,216.1,347.29,9.325,49.82,0.787,8.703,92.082
icr033372,True,2.79,0.149,71.64694954,666.4860000000001,10.95,10098.3,2.323,34.72,491.7,1123.0,237.0,2441.89,5.1080000000000005,160.36,0.931,8.517000000000001,82.24799999999998
icr033389,True,0.172,0.099,62.21921032,633.686,2.2230000000000003,10008.3,2.355,39.54,612.5,1076.0,175.1,395.29,9.974,27.91,0.727,9.274,114.815
icr033390,True,0.409,0.28800000000000003,81.43518377,632.686,2.9130000000000003,12808.3,2.705,34.38,552.1,1322.0,176.0,1162.89,5.807,39.57,0.738,9.237,78.035
icr033393,True,0.175,0.198,49.96154447,403.786,0.853,8836.32,0.805,18.14,344.9,381.0,193.7,402.29,13.033,26.79,0.7829999999999999,9.205,41.344
icr033407,True,0.67,0.099,69.16467755,746.186,3.334,12248.3,1.997,25.95,449.6,593.2,240.2,430.29,8.208,345.46,0.941,8.37,78.859
icr033408,True,0.439,0.099,82.26855656,676.9860000000001,23.55,12928.3,1.945,27.84,426.1,636.4,231.7,2593.89,6.693,2728.86,1.364,8.219,110.333
icr033427,True,0.184,0.198,71.60953667,900.3860000000003,4.538,12278.3,2.259,27.08,760.3,802.4,214.3,377.69,6.813,49.92,0.866,8.979,128.852
icr033428,True,6.86,0.192,91.25412229,709.8860000000003,55.09,12768.3,2.417,28.7,588.7,712.7,230.3,4603.89,4.862,3077.86,0.758,8.372,172.06400000000005
icr033445,True,0.199,0.099,60.82407114,696.686,2.756,10148.3,2.479,34.75,824.3,882.1,249.3,157.39,11.643,40.92,1.298,8.776,89.319
icr033446,True,1.681,0.099,71.66417809,596.386,8.297,10798.3,2.616,30.51,424.1,793.0,223.6,2307.89,4.282,249.66,0.6559999999999999,8.814,103.916
icr033447,True,0.44,0.248,39.94843537,909.886,3.319,5987.32,1.269,41.93,1862.0,590.5,324.4,84.99,91.693,44.84,2.545,7.944,100.103
icr033448,True,0.335,0.28800000000000003,49.41674474,709.7860000000003,2.634,8106.32,1.66,38.88,1250.0,579.8,390.2,206.19,36.053,48.2,1.851,8.198,104.805
icr033466,True,1.078,0.099,36.85234524,507.086,1.874,5397.32,1.53,52.18,270.3,425.2,230.8,1301.89,8.11,25.28,0.713,8.924,48.43899999999999
icr033467,True,2.19,0.149,40.45188826,366.586,9.563,5053.32,1.27,54.47,181.8,345.0,234.4,2729.89,5.82,151.56,0.52,9.214,40.544
icr033486,True,0.6579999999999999,0.149,81.11160025,787.4860000000001,5.574,14278.3,2.502,27.3,788.8,693.4,257.1,453.59,5.915,161.56,1.126,8.242,129.4
icr033487,True,3.07,0.099,86.21357041,695.586,18.48,14398.3,2.408,27.97,688.1,606.8,275.3,1712.89,4.016,1203.86,0.8220000000000001,8.152999999999999,130.131
icr033506,True,0.168,0.05,29.78690327,685.686,1.972,4592.32,1.741,51.38,877.2,507.9,303.8,88.39,30.343000000000004,28.45,1.306,8.594,60.434
icr033507,True,0.208,0.05,31.15163536,650.586,1.891,4860.32,1.98,45.54,679.4,509.5,387.6,207.39,15.603,39.95,1.045,8.618,65.743
icr033525,True,0.4970000000000001,0.099,33.28492033,443.586,1.3219999999999998,4973.32,1.101,35.84,249.7,521.9,309.4,797.29,10.683,24.79,0.952,9.225,40.039
icr033526,True,0.93,0.099,37.86940618,443.886,3.071,5151.32,0.99,37.4,204.6,595.9,324.0,1532.89,6.316,46.67,0.622,9.242,39.113
icr033545,True,0.281,0.198,64.07982688,735.4860000000001,3.172,10888.3,2.107,30.96,1239.0,607.0,339.8,334.19,11.523,57.09,1.62,8.544,102.895
icr033546,True,0.36,0.198,58.53467609,742.4860000000001,2.474,9988.32,1.577,29.66,1372.0,446.1,296.0,321.39,9.369,58.92,1.535,8.413,96.79
icr033566,True,0.28600000000000003,0.096,25.66153348,736.586,0.892,3532.32,0.708,53.98,1145.0,514.6,369.7,188.29,4.624,23.17,0.58,8.158,78.208
icr033567,True,0.104,0.198,19.9819805,772.186,0.919,2689.32,0.858,72.34,995.8,451.1,364.3,59.91,18.663,10.51,1.021,7.9529999999999985,75.869
icr033580,True,0.675,0.149,47.11151509,579.386,2.688,6542.32,0.619,49.85,3432.0,444.0,286.9,449.19,90.133,75.66,5.525,8.004,47.677
icr033581,True,0.453,0.096,62.06731533,629.486,2.321,8907.32,0.733,39.95,3021.0,478.8,318.0,1344.89,52.823,93.96,2.514,8.382,77.688
icr033582,True,0.826,0.24,40.44791139,628.886,2.832,6299.32,5.724,206.5,469.8,772.8,328.1,313.49,34.963,76.93,3.1630000000000003,8.092,114.95
icr033583,True,0.359,0.149,29.74118959,625.886,1.759,4558.32,4.373,184.6,252.1,631.0,364.4,250.69,42.44300000000001,43.16,2.8310000000000004,8.432,81.943
icr033812,True,0.506,0.184,74.93261082,501.386,2.92,9612.32,3.646,44.27,311.9,2749.0,92.0,771.49,2.168,29.97,0.512,8.537,119.861
icr033831,True,0.414,0.184,98.84930776,420.886,2.508,16318.3,2.983,23.17,370.6,1580.0,89.12,747.99,5.3039999999999985,28.25,0.755,8.52,128.852
icr033832,True,0.691,0.23,104.1780713,348.486,6.36,15978.3,2.843,23.69,301.4,1848.0,71.65,1895.89,3.758,77.67,0.494,8.834,125.571
icr033852,True,0.242,0.184,72.52809789,521.486,1.147,11508.3,3.995,26.06,1125.0,1407.0,120.4,110.69,2.464,20.58,0.5660000000000001,8.186,106.139
icr033871,True,0.211,0.099,97.00383314,198.086,1.152,17238.3,2.647,26.27,235.4,1181.0,35.25,103.49,5.58,15.05,0.8220000000000001,8.427999999999999,152.388
icr033872,True,0.133,0.248,77.95465662,319.186,1.503,13748.3,3.24,30.24,352.8,963.9,68.08,79.29,8.934,14.22,0.6809999999999999,8.573,102.274
icr033890,True,0.3,0.192,64.23643224,535.286,1.6969999999999998,10228.3,3.367,31.8,1033.0,1231.0,188.9,64.27,5.672999999999999,17.23,0.784,8.191,92.96
icr033891,True,0.226,0.248,83.72064931,295.486,1.514,13538.3,3.2230000000000003,27.15,663.2,1690.0,95.0,84.19,6.011,22.29,0.713,8.365,130.268
icr034110,True,0.016,0.192,1.887376294,296.0,0.046,248.07,0.406,218.9,52.37,43.76,10.55,34.83,7.121,4.797,0.5579999999999999,5.314,1.4780000000000002
icr034111,True,0.014,0.672,1.602282796,517.3,0.024,196.77,0.522,136.7,62.53,36.53,5.476,36.02,4.11,4.314,0.58,5.063,28.887
icr037445,True,0.035,0.24,2.2277025530000003,589.0,0.065,239.5,0.412,74.55,51.261,100.5,33.76,15.76,2.983,4.017,0.442,5.197,6.2879999999999985
icr037446,True,0.01,0.5760000000000001,2.9055045230000003,1074.0,0.076,287.1,0.58,60.73,53.181,142.9,15.69,35.19,1.643,6.084,0.4320000000000001,5.2879999999999985,46.70399999999999
icr037453,True,0.046,0.096,3.873846389,521.6,0.152,496.7,0.6709999999999999,153.6,82.84100000000002,132.7,127.7,18.81,6.246,5.167000000000002,0.94,6.077000000000001,-21.044
icr037454,True,0.023,0.048,3.361633056,636.2,0.161,415.7,0.98,130.5,64.95100000000001,126.0,58.23,17.41,2.56,4.1080000000000005,0.54,5.874,20.639
icr037475,True,0.016,0.14400000000000002,1.550236034,560.0,0.062,142.8,0.18,56.52,19.991,82.13,51.93,24.46,2.624,3.507,0.369,5.3,-0.08199999999999999
icr037476,True,0.014,0.517,1.352898427,704.6,0.029,111.7,0.16699999999999998,67.46,21.631,79.28,48.55,19.29,1.671,2.3080000000000003,0.318,4.952,28.511
icr037491,True,0.023,0.048,2.776136712,711.3,0.112,318.2,0.6890000000000001,282.4,97.091,98.12,81.91,28.96,4.746,6.648,0.66,5.822,35.459
icr037492,True,0.03,0.235,3.738089979,1142.0,0.109,435.0,0.735,54.38,115.391,137.5,31.01,30.27,1.633,6.899,0.531,5.1629999999999985,102.85
icr037511,True,0.032,0.376,2.131615502,776.6,0.085,186.0,0.365,63.4,52.521,117.2,18.25,22.7,4.299,5.81,0.44,5.164,26.425
icr037512,True,0.01,1.128,1.291104722,1127.0,0.068,98.3,0.318,68.53,44.53100000000001,73.06,4.099,18.84,1.807,4.871,0.3720000000000001,5.084,83.684
icr037531,True,0.034,0.048,2.215971656,563.0,0.097,247.6,0.403,98.78,64.09100000000001,83.36,245.1,28.78,4.586,4.544,0.523,5.5429999999999975,17.444000000000006
icr037532,True,0.019,0.192,2.614341231,722.0,0.1,295.2,0.274,102.1,51.541,109.2,204.0,23.93,1.951,5.959,0.229,5.609,30.349
icr037553,True,0.015,0.048,1.7238084059999998,566.6,0.097,190.1,0.777,55.24,23.301,76.79,23.32,18.19,3.585,3.255,0.899,5.391,15.124
icr037554,True,0.011,0.376,1.622779734,891.6,0.077,171.6,0.219,70.02,16.541,74.22,7.944,25.09,1.581,3.793,2.103,5.14,21.512
icr037574,True,0.05,0.096,3.044778371,472.0,0.092,343.3,0.252,56.72,74.041,121.6,84.39,30.81,3.162,3.525,0.381,5.856,4.724
icr037575,True,0.016,0.048,1.951733064,601.8,0.068,172.8,0.193,66.61,50.32100000000001,98.03,58.38,34.24,5.877000000000002,4.106,0.294,5.6179999999999986,8.472000000000001
icr037590,True,0.053,0.048,5.890763448,670.8,0.26,741.5,0.6759999999999999,90.01,142.691,211.4,143.1,16.38,5.204,4.814,0.879,6.479,13.469
icr037591,True,0.034,0.048,5.355821617,1013.0,0.161,532.9,0.537,66.15,182.691,252.5,107.1,31.58,1.491,6.848,0.552,6.312,82.24799999999998
icr037620,True,0.04,0.192,1.938482256,617.9,0.084,187.8,0.28,55.53,59.67100000000001,88.73,119.5,26.12,4.632,6.66,0.295,5.174,14.586
icr037621,True,0.023,0.192,2.744607713,966.1,0.08800000000000001,259.3,0.257,61.05,37.041,140.3,68.11,44.59,1.4369999999999998,7.966,0.388,5.152,54.848
icr037626,True,0.04,0.096,2.781459798,800.5,0.08900000000000001,315.1,0.405,54.47,49.301,121.2,74.9,17.99,2.53,5.847,0.182,5.379,27.76
icr037627,True,0.019,0.528,3.314831709,1167.0,0.085,354.4,0.393,38.19,33.861,161.0,26.57,28.9,0.836,5.537000000000001,0.321,5.088,124.98
icr037646,True,0.023,0.528,1.791935649,1089.0,0.067,192.3,0.511,108.8,30.731,76.4,14.88,27.7,3.23,6.901,0.6609999999999999,5.149,70.903
icr037647,True,0.013,0.5760000000000001,1.52636073,1189.0,0.04,152.7,0.499,178.6,22.911,71.28,25.0,26.49,2.124,5.589,0.61,5.215,113.288
icr037675,True,0.015,0.893,1.782305637,1416.0,0.045,220.8,0.72,288.1,40.261,60.93,6.254,16.51,1.53,6.169,0.41,5.256,177.275
icr037676,True,0.01,0.672,1.455010537,1433.0,0.042,187.3,0.537,144.6,31.491,47.56,2.855,10.33,2.075,5.575,0.433,5.39,178.843
icr037689,True,0.021,1.44,2.500764262,1325.0,0.068,314.4,1.12,101.5,38.921,90.84,10.89,18.05,2.84,8.222000000000001,0.371,4.9830000000000005,140.855
icr037690,True,0.017,1.7280000000000002,1.65985367,1451.0,0.062,200.2,0.995,98.35,35.001,63.55,8.419,10.15,2.112,7.842,0.445,4.992,169.40200000000004
icr037700,True,0.011,1.584,4.043573017,1400.0,0.086,474.8,0.657,30.41,72.001,167.3,49.64,23.64,0.465,7.0360000000000005,0.493,5.059,265.48900000000003
icr037755,True,0.131,0.14400000000000002,6.941624844,1445.0,0.177,819.4,1.0490000000000002,61.12,261.791,252.9,14.84,19.55,3.385,8.411,0.841,5.551,303.103
icr037756,True,0.062,0.14400000000000002,3.262211378,1450.0,0.095,292.5,0.94,95.59,263.991,126.8,9.628,17.62,1.283,8.891,0.368,5.4670000000000005,327.705
icr037767,True,0.157,2.688,1.895906702,1532.0,0.111,198.4,0.375,203.9,88.301,68.7,9.074,25.37,7.516,17.991,0.88,4.191,184.612
icr037768,True,0.068,2.544,1.208786413,1625.0,0.018000000000000002,104.8,0.24,137.9,62.53100000000001,51.95,4.301,21.97,2.354,22.531,0.513,4.308,223.64
icr037787,True,0.065,2.448,1.429066612,1499.0,0.014,83.9,0.221,218.7,128.791,73.7,6.669,16.35,4.666,11.890999999999998,0.535,4.758,193.154
icr037788,True,0.018000000000000002,2.208,1.438535076,1532.0,0.047,119.8,0.218,117.5,68.34100000000001,61.08,3.156,36.79,1.352,8.107000000000001,0.355,5.011,206.581
icr037808,True,0.039,1.824,3.625358849,1420.0,0.05,356.1,2.428,201.8,63.471,195.6,90.91,15.18,3.709,13.611,1.093,4.773,172.889
icr037843,True,0.123,0.5760000000000001,2.750980892,1546.0,0.085,321.6,1.847,119.1,90.821,99.81,27.83,19.74,3.686,20.281,0.625,4.623,187.544
icr037844,True,0.053,1.056,1.393617415,1672.0,0.058,137.1,1.781,79.65,40.611,58.3,24.48,28.16,1.136,24.131,0.416,4.619,232.644
icr037851,True,0.079,0.376,2.847301209,1556.0,0.128,307.1,2.018,95.0,102.491,115.5,24.87,21.88,1.734,10.341,0.62,4.939,177.275
icr037852,True,0.077,0.4320000000000001,1.729124696,1634.0,0.433,173.3,1.868,78.46,48.701,79.9,20.32,17.88,0.7909999999999999,8.227,0.479,4.753,207.93
